gene_id_x,snp_count,exon_length,snp_density,gene_id_norm_x,gene_id_mapped,gene_id_y,expression,gene_id_norm_y
rna-NM_001258704.1,300,4569,0.06565988181221274,NM_001258704,FBgn0030349,FBgn0030349,22.968379446640316,FBgn0030349
rna-NM_132535.3,43,827,0.05199516324062878,NM_132535,FBgn0030350,FBgn0030350,24.976284584980238,FBgn0030350
rna-NM_132536.2,21,719,0.02920723226703755,NM_132536,FBgn0030351,FBgn0030351,27.50197628458498,FBgn0030351
rna-NM_001272545.1,21,716,0.029329608938547486,NM_001272545,FBgn0030351,FBgn0030351,27.50197628458498,FBgn0030351
rna-NM_001298213.1,88,1385,0.06353790613718412,NM_001298213,FBgn0030352,FBgn0030352,19.541501976284586,FBgn0030352
rna-NM_132537.2,65,1110,0.05855855855855856,NM_132537,FBgn0030352,FBgn0030352,19.541501976284586,FBgn0030352
rna-NM_001298215.1,130,5320,0.02443609022556391,NM_001298215,FBgn0260780,FBgn0260780,429.4861660079051,FBgn0260780
rna-NM_132538.2,126,5127,0.024575775307197192,NM_132538,FBgn0260780,FBgn0260780,429.4861660079051,FBgn0260780
rna-NM_001298214.1,126,5124,0.02459016393442623,NM_001298214,FBgn0260780,FBgn0260780,429.4861660079051,FBgn0260780
rna-NM_132539.3,280,5187,0.05398110661268556,NM_132539,FBgn0030354,FBgn0030354,81.53754940711462,FBgn0030354
rna-NM_001298216.1,250,4709,0.05308982798895732,NM_001298216,FBgn0030354,FBgn0030354,81.53754940711462,FBgn0030354
rna-NM_001014733.5,660,10902,0.06053935057787562,NM_001014733,FBgn0263111,FBgn0263111,0.9363636363636342,FBgn0263111
rna-NM_206693.5,655,10638,0.06157172400827223,NM_206693,FBgn0263111,FBgn0263111,0.9363636363636342,FBgn0263111
rna-NM_001258709.2,619,10251,0.06038435274607355,NM_001258709,FBgn0263111,FBgn0263111,0.9363636363636342,FBgn0263111
rna-NM_206696.6,498,8471,0.05878880887734624,NM_206696,FBgn0263111,FBgn0263111,0.9363636363636342,FBgn0263111
rna-NM_001370017.1,498,8471,0.05878880887734624,NM_001370017,FBgn0263111,FBgn0263111,0.9363636363636342,FBgn0263111
rna-NM_001370018.1,498,8471,0.05878880887734624,NM_001370018,FBgn0263111,FBgn0263111,0.9363636363636342,FBgn0263111
rna-NM_001370019.1,498,8471,0.05878880887734624,NM_001370019,FBgn0263111,FBgn0263111,0.9363636363636342,FBgn0263111
rna-NM_078578.5,493,8471,0.058198559792232325,NM_078578,FBgn0263111,FBgn0263111,0.9363636363636342,FBgn0263111
rna-NM_001014734.4,493,8474,0.058177956101014866,NM_001014734,FBgn0263111,FBgn0263111,0.9363636363636342,FBgn0263111
rna-NM_001258708.2,481,8276,0.05811986466892218,NM_001258708,FBgn0263111,FBgn0263111,0.9363636363636342,FBgn0263111
rna-NM_001258707.2,503,8705,0.05778288340034463,NM_001258707,FBgn0263111,FBgn0263111,0.9363636363636342,FBgn0263111
rna-NM_001258710.2,493,8480,0.05813679245283019,NM_001258710,FBgn0263111,FBgn0263111,0.9363636363636342,FBgn0263111
rna-NM_206695.4,501,8471,0.05914295832841459,NM_206695,FBgn0263111,FBgn0263111,0.9363636363636342,FBgn0263111
rna-NM_001014735.4,501,8474,0.05912202029738022,NM_001014735,FBgn0263111,FBgn0263111,0.9363636363636342,FBgn0263111
rna-NM_001014732.4,501,8477,0.05910109708623334,NM_001014732,FBgn0263111,FBgn0263111,0.9363636363636342,FBgn0263111
rna-NM_206697.4,496,8471,0.05855270924330067,NM_206697,FBgn0263111,FBgn0263111,0.9363636363636342,FBgn0263111
rna-NM_206694.4,493,8490,0.05806831566548881,NM_206694,FBgn0263111,FBgn0263111,0.9363636363636342,FBgn0263111
rna-NM_001272548.1,491,8395,0.05848719475878499,NM_001272548,FBgn0263111,FBgn0263111,0.9363636363636342,FBgn0263111
rna-NM_001316623.1,47,2234,0.021038495971351837,NM_001316623,FBgn0000808,FBgn0000808,2.256916996047438,FBgn0000808
rna-NM_001272549.1,41,1914,0.021421107628004178,NM_001272549,FBgn0000808,FBgn0000808,2.256916996047438,FBgn0000808
rna-NM_001272551.1,41,1932,0.021221532091097308,NM_001272551,FBgn0000808,FBgn0000808,2.256916996047438,FBgn0000808
rna-NM_001272550.1,41,1923,0.021320852834113363,NM_001272550,FBgn0000808,FBgn0000808,2.256916996047438,FBgn0000808
rna-NM_078580.4,14,887,0.015783540022547914,NM_078580,FBgn0003865,FBgn0003865,5.485770750988139,FBgn0003865
rna-NM_132545.3,37,1648,0.022451456310679612,NM_132545,FBgn0030360,FBgn0030360,2.098814229249012,FBgn0030360
rna-NM_001298218.1,36,1582,0.022756005056890013,NM_001298218,FBgn0030360,FBgn0030360,2.098814229249012,FBgn0030360
rna-NM_001316624.1,61,2289,0.026649191786806466,NM_001316624,FBgn0030361,FBgn0030361,5.844664031620554,FBgn0030361
rna-NM_132546.3,54,2000,0.027,NM_132546,FBgn0030361,FBgn0030361,5.844664031620554,FBgn0030361
rna-NM_167314.2,33,1151,0.028670721112076455,NM_167314,FBgn0030362,FBgn0030362,23.40711462450593,FBgn0030362
rna-NM_132547.3,33,1097,0.0300820419325433,NM_132547,FBgn0030362,FBgn0030362,23.40711462450593,FBgn0030362
rna-NM_167315.2,37,1458,0.025377229080932786,NM_167315,FBgn0030362,FBgn0030362,23.40711462450593,FBgn0030362
rna-NM_167316.2,31,1083,0.028624192059095107,NM_167316,FBgn0030362,FBgn0030362,23.40711462450593,FBgn0030362
rna-NM_001298219.1,12,737,0.016282225237449117,NM_001298219,FBgn0043001,FBgn0043001,123.22134387351778,FBgn0043001
rna-NM_132548.3,12,685,0.017518248175182483,NM_132548,FBgn0043001,FBgn0043001,123.22134387351778,FBgn0043001
rna-NM_132549.3,26,1251,0.020783373301358914,NM_132549,FBgn0030364,FBgn0030364,83.77470355731225,FBgn0030364
rna-NM_132550.3,119,1620,0.0734567901234568,NM_132550,FBgn0030365,FBgn0030365,28.276679841897234,FBgn0030365
rna-NM_132551.3,275,5642,0.04874158099964552,NM_132551,FBgn0030366,FBgn0030366,192.98814229249012,FBgn0030366
rna-NM_001298220.1,241,4880,0.04938524590163934,NM_001298220,FBgn0030366,FBgn0030366,192.98814229249012,FBgn0030366
rna-NM_001169259.3,792,12169,0.06508340866135262,NM_001169259,FBgn0267001,FBgn0267001,41.195256916996044,FBgn0267001
rna-NM_001169261.3,925,15135,0.061116617112652795,NM_001169261,FBgn0267001,FBgn0267001,41.195256916996044,FBgn0267001
rna-NM_001169260.3,826,13035,0.06336785577291906,NM_001169260,FBgn0267001,FBgn0267001,41.195256916996044,FBgn0267001
rna-NM_001144718.3,811,12764,0.06353807583829521,NM_001144718,FBgn0267001,FBgn0267001,41.195256916996044,FBgn0267001
rna-NM_001144717.4,773,12059,0.06410150095364459,NM_001144717,FBgn0267001,FBgn0267001,41.195256916996044,FBgn0267001
rna-NM_001272554.2,848,13957,0.060758042559289245,NM_001272554,FBgn0267001,FBgn0267001,41.195256916996044,FBgn0267001
rna-NM_001258713.2,704,11053,0.06369311499140505,NM_001258713,FBgn0267001,FBgn0267001,41.195256916996044,FBgn0267001
rna-NM_001258712.2,703,11041,0.06367176886151617,NM_001258712,FBgn0267001,FBgn0267001,41.195256916996044,FBgn0267001
rna-NM_001258711.2,701,11008,0.06368095930232558,NM_001258711,FBgn0267001,FBgn0267001,41.195256916996044,FBgn0267001
rna-NM_001169258.2,622,9993,0.062243570499349546,NM_001169258,FBgn0267001,FBgn0267001,41.195256916996044,FBgn0267001
rna-NM_078582.4,650,10194,0.06376299784186777,NM_078582,FBgn0267001,FBgn0267001,41.195256916996044,FBgn0267001
rna-NM_132571.2,36,1180,0.030508474576271188,NM_132571,FBgn0030390,FBgn0030390,2.0466403162055364,FBgn0030390
rna-NM_132572.3,67,1588,0.04219143576826197,NM_132572,FBgn0030391,FBgn0030391,299.57707509881425,FBgn0030391
rna-NM_167323.2,67,1618,0.04140914709517923,NM_167323,FBgn0030391,FBgn0030391,299.57707509881425,FBgn0030391
rna-NM_001298224.1,63,1449,0.043478260869565216,NM_001298224,FBgn0030391,FBgn0030391,299.57707509881425,FBgn0030391
rna-NM_132573.3,288,3827,0.07525476874836687,NM_132573,FBgn0259143,FBgn0259143,119.6798418972332,FBgn0259143
rna-NM_001298226.1,213,2740,0.07773722627737226,NM_001298226,FBgn0259143,FBgn0259143,119.6798418972332,FBgn0259143
rna-NM_132574.3,122,1806,0.06755260243632337,NM_132574,FBgn0259143,FBgn0259143,119.6798418972332,FBgn0259143
rna-NM_001298225.1,122,1648,0.07402912621359223,NM_001298225,FBgn0259143,FBgn0259143,119.6798418972332,FBgn0259143
rna-NM_132575.3,95,1326,0.07164404223227752,NM_132575,FBgn0030394,FBgn0030394,1.2849802371541512,FBgn0030394
rna-NM_132577.2,220,2304,0.0954861111111111,NM_132577,FBgn0030396,FBgn0030396,53.332806324110706,FBgn0030396
rna-NM_001272555.2,588,9201,0.06390609716335181,NM_001272555,FBgn0264542,FBgn0264542,1.8648221343873579,FBgn0264542
rna-NM_132578.3,503,6986,0.07200114514743773,NM_132578,FBgn0264542,FBgn0264542,1.8648221343873579,FBgn0264542
rna-NM_167324.3,475,6878,0.06906077348066299,NM_167324,FBgn0264542,FBgn0264542,1.8648221343873579,FBgn0264542
rna-NM_001298227.1,464,6221,0.07458607940845523,NM_001298227,FBgn0264542,FBgn0264542,1.8648221343873579,FBgn0264542
rna-NM_001272557.1,326,5718,0.05701294158796782,NM_001272557,FBgn0030400,FBgn0030400,126.18181818181819,FBgn0030400
rna-NM_132581.3,297,5226,0.05683122847301952,NM_132581,FBgn0030400,FBgn0030400,126.18181818181819,FBgn0030400
rna-NM_001144720.3,218,3811,0.05720283390186303,NM_001144720,FBgn0030400,FBgn0030400,126.18181818181819,FBgn0030400
rna-NM_078584.3,306,5627,0.054380664652567974,NM_078584,FBgn0283712,FBgn0283712,77.58498023715416,FBgn0283712
rna-NM_167327.2,258,4814,0.053593685085168256,NM_167327,FBgn0283712,FBgn0283712,77.58498023715416,FBgn0283712
rna-NM_167326.2,276,4964,0.055600322320709106,NM_167326,FBgn0283712,FBgn0283712,77.58498023715416,FBgn0283712
rna-NM_001169263.1,227,4187,0.054215428707905425,NM_001169263,FBgn0283712,FBgn0283712,77.58498023715416,FBgn0283712
rna-NM_001169262.1,267,4520,0.05907079646017699,NM_001169262,FBgn0283712,FBgn0283712,77.58498023715416,FBgn0283712
rna-NM_132582.3,160,2509,0.06377042646472698,NM_132582,FBgn0030403,FBgn0030403,5.550988142292485,FBgn0030403
rna-NM_001298230.1,499,8008,0.06231268731268731,NM_001298230,FBgn0052654,FBgn0052654,250.28853754940712,FBgn0052654
rna-NM_001298228.1,485,7693,0.06304432601065904,NM_001298228,FBgn0052654,FBgn0052654,250.28853754940712,FBgn0052654
rna-NM_001298229.1,458,7635,0.059986902423051734,NM_001298229,FBgn0052654,FBgn0052654,250.28853754940712,FBgn0052654
rna-NM_001103494.2,444,7320,0.060655737704918035,NM_001103494,FBgn0052654,FBgn0052654,250.28853754940712,FBgn0052654
rna-NM_132584.3,492,7900,0.062278481012658225,NM_132584,FBgn0052654,FBgn0052654,250.28853754940712,FBgn0052654
rna-NM_001103493.4,463,7226,0.06407417658455578,NM_001103493,FBgn0052654,FBgn0052654,250.28853754940712,FBgn0052654
rna-NM_132585.4,66,1526,0.04325032765399738,NM_132585,FBgn0030406,FBgn0030406,11.482213438735178,FBgn0030406
rna-NM_001298231.1,44,1293,0.03402938901778809,NM_001298231,FBgn0030406,FBgn0030406,11.482213438735178,FBgn0030406
rna-NM_001272560.2,42,1234,0.03403565640194489,NM_001272560,FBgn0030406,FBgn0030406,11.482213438735178,FBgn0030406
rna-NM_132586.2,99,2123,0.046632124352331605,NM_132586,FBgn0030407,FBgn0030407,4.237549407114626,FBgn0030407
rna-NM_001298232.1,94,1886,0.04984093319194061,NM_001298232,FBgn0030407,FBgn0030407,4.237549407114626,FBgn0030407
rna-NM_001298233.1,90,1207,0.07456503728251865,NM_001298233,FBgn0030410,FBgn0030410,12.098814229249012,FBgn0030410
rna-NM_132589.2,88,1165,0.07553648068669527,NM_132589,FBgn0030410,FBgn0030410,12.098814229249012,FBgn0030410
rna-NM_132590.3,87,1234,0.07050243111831442,NM_132590,FBgn0030411,FBgn0030411,12.952173913043472,FBgn0030411
rna-NM_132591.5,278,4687,0.05931299338596117,NM_132591,FBgn0030412,FBgn0030412,15.429249011857701,FBgn0030412
rna-NM_167328.4,327,5330,0.061350844277673545,NM_167328,FBgn0030412,FBgn0030412,15.429249011857701,FBgn0030412
rna-NM_001169264.2,325,5290,0.06143667296786389,NM_001169264,FBgn0030412,FBgn0030412,15.429249011857701,FBgn0030412
rna-NM_001169265.2,303,5041,0.06010712160285658,NM_001169265,FBgn0030412,FBgn0030412,15.429249011857701,FBgn0030412
rna-NM_001258715.2,274,4541,0.06033913234970271,NM_001258715,FBgn0030412,FBgn0030412,15.429249011857701,FBgn0030412
rna-NM_167329.3,360,5490,0.06557377049180328,NM_167329,FBgn0030412,FBgn0030412,15.429249011857701,FBgn0030412
rna-NM_167330.3,328,5062,0.06479652311339391,NM_167330,FBgn0030412,FBgn0030412,15.429249011857701,FBgn0030412
rna-NM_001298234.1,118,2406,0.049044056525353284,NM_001298234,FBgn0015024,FBgn0015024,1397.6205533596838,FBgn0015024
rna-NM_078585.6,138,2791,0.049444643496954495,NM_078585,FBgn0015024,FBgn0015024,1397.6205533596838,FBgn0015024
rna-NM_001169266.3,109,2232,0.04883512544802868,NM_001169266,FBgn0015024,FBgn0015024,1397.6205533596838,FBgn0015024
rna-NM_001298235.1,93,1997,0.04656985478217326,NM_001298235,FBgn0015024,FBgn0015024,1397.6205533596838,FBgn0015024
rna-NM_167332.3,97,1997,0.0485728592889334,NM_167332,FBgn0015024,FBgn0015024,1397.6205533596838,FBgn0015024
rna-NM_167331.4,97,2133,0.04547585560243788,NM_167331,FBgn0015024,FBgn0015024,1397.6205533596838,FBgn0015024
rna-NM_001272561.2,268,5015,0.053439680957128616,NM_001272561,FBgn0011837,FBgn0011837,344.4150197628459,FBgn0011837
rna-NM_078586.5,102,2157,0.04728789986091794,NM_078586,FBgn0011837,FBgn0011837,344.4150197628459,FBgn0011837
rna-NM_167333.4,97,2023,0.04794859120118636,NM_167333,FBgn0011837,FBgn0011837,344.4150197628459,FBgn0011837
rna-NM_167334.2,599,14496,0.041321743929359826,NM_167334,FBgn0265523,FBgn0265523,269.3201581027668,FBgn0265523
rna-NM_001272562.1,599,15201,0.03940530228274455,NM_001272562,FBgn0265523,FBgn0265523,269.3201581027668,FBgn0265523
rna-NM_080536.4,511,12784,0.039971839799749685,NM_080536,FBgn0265523,FBgn0265523,269.3201581027668,FBgn0265523
rna-NM_167335.2,511,13463,0.037955879075986035,NM_167335,FBgn0265523,FBgn0265523,269.3201581027668,FBgn0265523
rna-NM_001298237.1,99,2237,0.04425569959767546,NM_001298237,FBgn0030418,FBgn0030418,29.873517786561266,FBgn0030418
rna-NM_132596.2,179,3403,0.0526006464883926,NM_132596,FBgn0030418,FBgn0030418,29.873517786561266,FBgn0030418
rna-NM_001298236.1,96,1985,0.04836272040302267,NM_001298236,FBgn0030418,FBgn0030418,29.873517786561266,FBgn0030418
rna-NM_167336.4,65,1437,0.04523312456506611,NM_167336,FBgn0030418,FBgn0030418,29.873517786561266,FBgn0030418
rna-NM_001272563.1,64,1288,0.049689440993788817,NM_001272563,FBgn0030418,FBgn0030418,29.873517786561266,FBgn0030418
rna-NM_001272564.1,117,2547,0.045936395759717315,NM_001272564,FBgn0020513,FBgn0020513,38.19011857707511,FBgn0020513
rna-NM_132598.4,86,1826,0.047097480832420595,NM_132598,FBgn0020513,FBgn0020513,38.19011857707511,FBgn0020513
rna-NM_001298238.1,154,2970,0.05185185185185185,NM_001298238,FBgn0030420,FBgn0030420,20.296442687747064,FBgn0030420
rna-NM_132599.3,146,2734,0.053401609363569864,NM_132599,FBgn0030420,FBgn0030420,20.296442687747064,FBgn0030420
rna-NM_167337.2,195,3795,0.05138339920948617,NM_167337,FBgn0030421,FBgn0030421,10.573122529644262,FBgn0030421
rna-NM_132600.2,117,1831,0.0638995084653195,NM_132600,FBgn0030421,FBgn0030421,10.573122529644262,FBgn0030421
rna-NM_001272565.1,189,3566,0.05300056085249579,NM_001272565,FBgn0030421,FBgn0030421,10.573122529644262,FBgn0030421
rna-NM_132608.4,87,2280,0.038157894736842106,NM_132608,FBgn0052649,FBgn0052649,7.511462450592873,FBgn0052649
rna-NM_132609.4,61,1338,0.045590433482810166,NM_132609,FBgn0030431,FBgn0030431,45.93241106719372,FBgn0030431
rna-NM_167342.2,56,1235,0.045344129554655874,NM_167342,FBgn0030431,FBgn0030431,45.93241106719372,FBgn0030431
rna-NM_132610.4,60,1696,0.03537735849056604,NM_132610,FBgn0030432,FBgn0030432,33.723715415019775,FBgn0030432
rna-NM_001298241.1,15,774,0.01937984496124031,NM_001298241,FBgn0030433,FBgn0030433,27.33201581027668,FBgn0030433
rna-NM_132611.3,15,674,0.02225519287833828,NM_132611,FBgn0030433,FBgn0030433,27.33201581027668,FBgn0030433
rna-NM_132612.2,59,1323,0.044595616024187455,NM_132612,FBgn0030434,FBgn0030434,130.20158102766797,FBgn0030434
rna-NM_132613.3,65,1521,0.042735042735042736,NM_132613,FBgn0030435,FBgn0030435,46.940711462450594,FBgn0030435
rna-NM_001298242.1,71,1588,0.044710327455919394,NM_001298242,FBgn0030435,FBgn0030435,46.940711462450594,FBgn0030435
rna-NM_001298243.1,63,1415,0.04452296819787986,NM_001298243,FBgn0030435,FBgn0030435,46.940711462450594,FBgn0030435
rna-NM_001258718.3,344,8626,0.03987943426849061,NM_001258718,FBgn0086675,FBgn0086675,6.409090909090909,FBgn0086675
rna-NM_001258717.1,315,8154,0.03863134657836645,NM_001258717,FBgn0086675,FBgn0086675,6.409090909090909,FBgn0086675
rna-NM_001258719.2,169,4682,0.03609568560444255,NM_001258719,FBgn0086675,FBgn0086675,6.409090909090909,FBgn0086675
rna-NM_001258720.3,315,7653,0.04116032928263426,NM_001258720,FBgn0086675,FBgn0086675,6.409090909090909,FBgn0086675
rna-NM_001272569.1,315,7579,0.04156221137353213,NM_001272569,FBgn0086675,FBgn0086675,6.409090909090909,FBgn0086675
rna-NM_001103495.5,315,7321,0.043026908892227836,NM_001103495,FBgn0086675,FBgn0086675,6.409090909090909,FBgn0086675
rna-NM_132614.6,140,3937,0.03556007112014224,NM_132614,FBgn0086675,FBgn0086675,6.409090909090909,FBgn0086675
rna-NM_001272568.2,319,7113,0.044847462392801914,NM_001272568,FBgn0086675,FBgn0086675,6.409090909090909,FBgn0086675
rna-NM_001298244.1,319,7104,0.04490427927927928,NM_001298244,FBgn0086675,FBgn0086675,6.409090909090909,FBgn0086675
rna-NM_001298253.1,333,5344,0.06231287425149701,NM_001298253,FBgn0010303,FBgn0010303,114.78260869565217,FBgn0010303
rna-NM_001272571.2,333,5344,0.06231287425149701,NM_001272571,FBgn0010303,FBgn0010303,114.78260869565217,FBgn0010303
rna-NM_001382110.1,283,4893,0.05783772736562436,NM_001382110,FBgn0010303,FBgn0010303,114.78260869565217,FBgn0010303
rna-NM_001382111.1,283,4893,0.05783772736562436,NM_001382111,FBgn0010303,FBgn0010303,114.78260869565217,FBgn0010303
rna-NM_167346.2,283,4893,0.05783772736562436,NM_167346,FBgn0010303,FBgn0010303,114.78260869565217,FBgn0010303
rna-NM_001272572.2,322,5689,0.05660045702232378,NM_001272572,FBgn0010303,FBgn0010303,114.78260869565217,FBgn0010303
rna-NM_078587.3,145,2738,0.05295836376917458,NM_078587,FBgn0010303,FBgn0010303,114.78260869565217,FBgn0010303
rna-NM_057814.4,138,1951,0.07073295745771399,NM_057814,FBgn0261524,FBgn0261524,154.08300395256916,FBgn0261524
rna-NM_001298254.1,56,1224,0.0457516339869281,NM_001298254,FBgn0030447,FBgn0030447,25.1897233201581,FBgn0030447
rna-NM_132624.2,49,1055,0.046445497630331754,NM_132624,FBgn0030447,FBgn0030447,25.1897233201581,FBgn0030447
rna-NM_001298255.1,239,4326,0.055247341655108646,NM_001298255,FBgn0263005,FBgn0263005,139.9604743083004,FBgn0263005
rna-NM_132625.3,214,3781,0.0565987833906374,NM_132625,FBgn0263005,FBgn0263005,139.9604743083004,FBgn0263005
rna-NM_167348.2,116,1573,0.07374443738080101,NM_167348,FBgn0052638,FBgn0052638,37.44664031620553,FBgn0052638
rna-NM_001298258.1,84,1150,0.07304347826086957,NM_001298258,FBgn0030451,FBgn0030451,14.268774703557305,FBgn0030451
rna-NM_001298257.1,210,3329,0.06308200660859117,NM_001298257,FBgn0030451,FBgn0030451,14.268774703557305,FBgn0030451
rna-NM_132628.3,86,1156,0.07439446366782007,NM_132628,FBgn0030451,FBgn0030451,14.268774703557305,FBgn0030451
rna-NM_001298259.1,210,3329,0.06308200660859117,NM_001298259,FBgn0030452,FBgn0030452,2.7284584980237194,FBgn0030452
rna-NM_001298260.1,165,2887,0.0571527537235885,NM_001298260,FBgn0030452,FBgn0030452,2.7284584980237194,FBgn0030452
rna-NM_132629.2,112,2090,0.053588516746411484,NM_132629,FBgn0030452,FBgn0030452,2.7284584980237194,FBgn0030452
rna-NM_132633.4,201,2256,0.08909574468085106,NM_132633,FBgn0030456,FBgn0030456,41.237154150197625,FBgn0030456
rna-NM_078588.4,73,1936,0.03770661157024793,NM_078588,FBgn0025463,FBgn0025463,84.89328063241106,FBgn0025463
rna-NM_132634.4,40,2040,0.0196078431372549,NM_132634,FBgn0030457,FBgn0030457,14.178260869565209,FBgn0030457
rna-NM_001298262.1,70,2985,0.023450586264656615,NM_001298262,FBgn0030457,FBgn0030457,14.178260869565209,FBgn0030457
rna-NM_001298261.1,34,1830,0.018579234972677595,NM_001298261,FBgn0030457,FBgn0030457,14.178260869565209,FBgn0030457
rna-NM_001298265.1,26,1347,0.019302152932442463,NM_001298265,FBgn0030460,FBgn0030460,9.71185770750988,FBgn0030460
rna-NM_001298264.1,25,1231,0.020308692120227456,NM_001298264,FBgn0030460,FBgn0030460,9.71185770750988,FBgn0030460
rna-NM_132637.2,24,1188,0.020202020202020204,NM_132637,FBgn0030460,FBgn0030460,9.71185770750988,FBgn0030460
rna-NM_078589.4,113,5997,0.018842754710688678,NM_078589,FBgn0265630,FBgn0265630,27.42687747035573,FBgn0265630
rna-NM_001103497.2,122,6315,0.01931908155186065,NM_001103497,FBgn0265630,FBgn0265630,27.42687747035573,FBgn0265630
rna-NM_001272573.2,48,1830,0.02622950819672131,NM_001272573,FBgn0029133,FBgn0029133,320.99209486166006,FBgn0029133
rna-NM_132638.4,43,1370,0.031386861313868614,NM_132638,FBgn0029133,FBgn0029133,320.99209486166006,FBgn0029133
rna-NM_078590.3,253,5001,0.05058988202359528,NM_078590,FBgn0004456,FBgn0004456,32.032806324110666,FBgn0004456
rna-NM_167354.2,174,3863,0.04504271291742169,NM_167354,FBgn0004456,FBgn0004456,32.032806324110666,FBgn0004456
rna-NM_001272574.1,174,3863,0.04504271291742169,NM_001272574,FBgn0004456,FBgn0004456,32.032806324110666,FBgn0004456
rna-NM_001298267.1,218,4254,0.05124588622472966,NM_001298267,FBgn0004456,FBgn0004456,32.032806324110666,FBgn0004456
rna-NM_001272575.2,219,4281,0.051156271899089,NM_001272575,FBgn0004456,FBgn0004456,32.032806324110666,FBgn0004456
rna-NM_001272576.2,220,4350,0.05057471264367816,NM_001272576,FBgn0004456,FBgn0004456,32.032806324110666,FBgn0004456
rna-NM_080138.4,170,3087,0.0550696469063816,NM_080138,FBgn0000346,FBgn0000346,2.0177865612648276,FBgn0000346
rna-NM_001272577.2,162,3024,0.05357142857142857,NM_001272577,FBgn0000346,FBgn0000346,2.0177865612648276,FBgn0000346
rna-NM_001272578.2,300,6876,0.04363001745200698,NM_001272578,FBgn0041210,FBgn0041210,66.0909090909091,FBgn0041210
rna-NM_001272581.2,271,6248,0.04337387964148528,NM_001272581,FBgn0041210,FBgn0041210,66.0909090909091,FBgn0041210
rna-NM_132640.6,275,6312,0.04356780735107731,NM_132640,FBgn0041210,FBgn0041210,66.0909090909091,FBgn0041210
rna-NM_001272580.2,277,6559,0.04223204756822686,NM_001272580,FBgn0041210,FBgn0041210,66.0909090909091,FBgn0041210
rna-NM_001272579.2,280,6510,0.043010752688172046,NM_001272579,FBgn0041210,FBgn0041210,66.0909090909091,FBgn0041210
rna-NM_001014736.5,219,5299,0.04132855255708624,NM_001014736,FBgn0041210,FBgn0041210,66.0909090909091,FBgn0041210
rna-NM_001258722.3,220,5487,0.04009476945507563,NM_001258722,FBgn0041210,FBgn0041210,66.0909090909091,FBgn0041210
rna-NM_167356.3,224,5182,0.043226553454264766,NM_167356,FBgn0041210,FBgn0041210,66.0909090909091,FBgn0041210
rna-NM_001298268.1,71,1959,0.03624298111281266,NM_001298268,FBgn0030465,FBgn0030465,56.49802371541502,FBgn0030465
rna-NM_132641.2,58,1650,0.03515151515151515,NM_132641,FBgn0030465,FBgn0030465,56.49802371541502,FBgn0030465
rna-NM_001272582.1,48,1450,0.03310344827586207,NM_001272582,FBgn0030465,FBgn0030465,56.49802371541502,FBgn0030465
rna-NM_132642.3,329,6261,0.05254751637118671,NM_132642,FBgn0030466,FBgn0030466,50.51778656126482,FBgn0030466
rna-NM_001298269.1,109,1780,0.06123595505617978,NM_001298269,FBgn0030467,FBgn0030467,37.21739130434783,FBgn0030467
rna-NM_132643.3,97,1395,0.06953405017921147,NM_132643,FBgn0030467,FBgn0030467,37.21739130434783,FBgn0030467
rna-NM_001298270.1,59,1987,0.029693004529441368,NM_001298270,FBgn0030468,FBgn0030468,526.2845849802371,FBgn0030468
rna-NM_001272583.2,49,1693,0.028942705256940343,NM_001272583,FBgn0030468,FBgn0030468,526.2845849802371,FBgn0030468
rna-NM_132644.3,49,1682,0.029131985731272295,NM_132644,FBgn0030468,FBgn0030468,526.2845849802371,FBgn0030468
rna-NM_001298274.1,63,1080,0.058333333333333334,NM_001298274,FBgn0040309,FBgn0040309,620.4150197628459,FBgn0040309
rna-NM_167359.2,59,1014,0.05818540433925049,NM_167359,FBgn0040309,FBgn0040309,620.4150197628459,FBgn0040309
rna-NM_058162.3,59,1010,0.05841584158415842,NM_058162,FBgn0040309,FBgn0040309,620.4150197628459,FBgn0040309
rna-NM_001298273.1,58,1051,0.05518553758325404,NM_001298273,FBgn0040309,FBgn0040309,620.4150197628459,FBgn0040309
rna-NM_001298275.1,54,976,0.055327868852459015,NM_001298275,FBgn0040309,FBgn0040309,620.4150197628459,FBgn0040309
rna-NM_079970.6,51,877,0.05815279361459521,NM_079970,FBgn0010198,FBgn0010198,963.1462450592885,FBgn0010198
rna-NM_167362.3,43,737,0.05834464043419267,NM_167362,FBgn0010198,FBgn0010198,963.1462450592885,FBgn0010198
rna-NM_001169267.2,39,674,0.057863501483679525,NM_001169267,FBgn0010198,FBgn0010198,963.1462450592885,FBgn0010198
rna-NM_167360.3,39,678,0.05752212389380531,NM_167360,FBgn0010198,FBgn0010198,963.1462450592885,FBgn0010198
rna-NM_167363.3,41,741,0.0553306342780027,NM_167363,FBgn0010198,FBgn0010198,963.1462450592885,FBgn0010198
rna-NM_167364.2,153,2626,0.05826351865955826,NM_167364,FBgn0030474,FBgn0030474,88.10671936758894,FBgn0030474
rna-NM_001298276.1,149,2536,0.05875394321766562,NM_001298276,FBgn0030474,FBgn0030474,88.10671936758894,FBgn0030474
rna-NM_078591.3,19,1282,0.014820592823712949,NM_078591,FBgn0030477,FBgn0030477,0.9102766798418974,FBgn0030477
rna-NM_167365.1,48,2488,0.01929260450160772,NM_167365,FBgn0030478,FBgn0030478,145.4189723320158,FBgn0030478
